Category;Brand;CC;Model;Year;AGM_Premium;MF;Conventional;Conventional_Old
Motorcycles;CAGIVA;200;Roadstar;95;-;-;YB9-B;-
Motorcycles;CAGIVA;250;SST, SX;-;-;-;-;12N7-3B
Motorcycles;CAGIVA;300;Elefant 2 Cyl.;86-;-;-;YB14L-A2;-
Motorcycles;CAGIVA;300;SST, SX;-;-;-;-;12N7-3B
Motorcycles;CAGIVA;300;T4 Ala Rossa;-;-;-;-;12N5.5-4A
Motorcycles;CAGIVA;300;T4 E Elefant, W12;93-97;-;-;YB14L-A2;-
Motorcycles;CAGIVA;300;T4 R;87-;-;-;YB3L-A;-
Motorcycles;CAGIVA;300;W12;-;-;-;YB14L-A2;-
Motorcycles;CAGIVA;350;Elefant 2 Cyl.;86-;YTX14AHL-BS;-;-;-
Motorcycles;CAGIVA;350;T4 E Elefant, W12;87-;YTX14AHL-BS;-;-;-
Motorcycles;CAGIVA;350;T4R;87-;-;-;YB3L-A;-
Motorcycles;CAGIVA;500;Canyon, River;98-01;-;YTX14-BS;-;-
Motorcycles;CAGIVA;500;T4 E Elefant;88-;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;CAGIVA;600;Canyon, River;95-96;-;-;YB14L-A2;-
Motorcycles;CAGIVA;600;Canyon, River;96-97;-;-;YB16AL-A2;-
Motorcycles;CAGIVA;600;W16;94-97;-;-;YB14L-A2;-
Motorcycles;CAGIVA;650;Elefant;86-;-;-;YB14L-A2;-
Motorcycles;CAGIVA;650;Raptor/V Raptor;00-02;-;YTX12-BS;-;-
Motorcycles;CAGIVA;650;Raptor650;03-04;-;YTX9-BS;-;-
Motorcycles;CAGIVA;750;Elefant;94-97;-;-;YB16-B;-
Motorcycles;CAGIVA;750;Elefant Bifaro;89-;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;CAGIVA;900;Canyon I.E.;98-00;-;-;YB16-B;-
Motorcycles;CAGIVA;900;E900;94-97;-;-;YB16AL-A2;-
Motorcycles;CAGIVA;900;Elefant E900;-;-;-;YB16B-A1;-
Motorcycles;CAGIVA;900;Elefant, AC;93-96;-;-;YB16-B;-
Motorcycles;CAGIVA;900;Gran Canyon;99;-;-;YB16-B;-
Motorcycles;CAGIVA;900;I.E. GT;91-93;-;-;YB16-B;-
Motorcycles;CAGIVA;1000;Canyon I.E.;97-;-;-;YB16-B;-
Motorcycles;CAGIVA;1000;Gran Canyon;-;-;YTX14-BS;-;-
Motorcycles;CAGIVA;1000;I.E. GT;91-93;-;-;YB16-B;-
Motorcycles;CAGIVA;1000;Navigator;00-02;-;-;YB16-B;-
Motorcycles;CAGIVA;1000;Raptor/V Raptor;00-02;-;YTX12-BS;-;-
Motorcycles;CAGIVA;1000;V Raptor;03-04;-;YTX9-BS;-;-
Motorcycles;CAN-AM;990;Spyder;08;YTX24HL-BS;-;-;-
Motorcycles;CANNONDALE;400;EX400, MX400, XC400;00-01;YTZ7S;YTX5L-BS;-;-
Motorcycles;CANNONDALE;440;C440, E440, S440, X440, X440S;02-03;YTZ7S;-;-;-
Motorcycles;CCM;600;All Electric Start Models ‘96-01;96-01;-;YTX9-BS;-;-
Motorcycles;CHANGZHOU GUANGYANG;100;CK100;-;-;YTX5L-BS;-;-
Motorcycles;CHANGZHOU GUANGYANG;110;CK110;-;-;-;YB5L-B;-
Motorcycles;CHANGZHOU GUANGYANG;125;CK125-CH;-;-;-;YB6L-B;-
Motorcycles;CHANGZHOU GUANGYANG;125;CK125-T;-;-;YTX7A-BS;-;-
Motorcycles;CHANGZHOU GUANGYANG;125;GuangYang125;-;-;-;-;12N7E-B
Motorcycles;CHANGZHOU GUANGYANG;150;CK150;-;-;YTX9A-BS;-;-
Motorcycles;CHANSHA GUANGNAN;50;KN50QT;-;YTX4L-BS;YT4L-BS;-;-
Motorcycles;CHANSHA GUANGNAN;100;KN100-2;-;-;YTX5L-BS;-;-
Motorcycles;CHANSHA GUANGNAN;125;KN125-T;-;-;YTX7A-BS;-;-
Motorcycles;CHANSHA GUANGNAN;125;KN125-T2;-;-;YTX9A-BS;-;-
Motorcycles;CHANSHA GUANGNAN;125;KN125-2;-;-;-;12N7A-3A;-
Motorcycles;DACHANGJIANG;100;AX100;-;-;-;-;6N4-2A
Motorcycles;DACHANGJIANG;100;HJ-110;-;-;-;YB5L-B;-
Motorcycles;DACHANGJIANG;125;GZ125HS;-;-;YTX7L-BS;-;-
Motorcycles;DACHANGJIANG;125;HJ125F;-;-;-;YB7-A;-
Motorcycles;DACHANGJIANG;125;HJ125J-8;-;-;-;YB7-A;-
Motorcycles;DACHANGJIANG;125;HJ125T-9;-;-;YTX7A-BS;-;-
Motorcycles;DAELIM;125;NS125;97-;-;YTX7A-BS;-;-
Motorcycles;DAELIM;125;VC125;96;-;-;YB9-B;-
Motorcycles;DAELIM;125;VS125;97;-;-;YB9-B;-
Motorcycles;DERBI;50;All 50cc Models;-;-;-;YB4L-B;-
Motorcycles;DERBI;125;Boulevard125;-;-;-;YB9L-A2;-
Motorcycles;DERBI;150;Boulevard150;-;-;-;YB9L-A2;-
Motorcycles;DRR;nan;All Models;-;-;YTX4L-BS;-;-
Motorcycles;DUCATI;75;Cross;-;-;-;-;B38-6A
Motorcycles;DUCATI;75;Six Days;-;-;-;-;6N4-2A-4
Motorcycles;DUCATI;129;Aurea;-;-;-;-;B39-6
Motorcycles;DUCATI;175;Cross;-;-;-;-;B38-6A
Motorcycles;DUCATI;200;Motocarro;-;-;-;-;12N24-3A
Motorcycles;DUCATI;250;Cross;-;-;-;-;B38-6A
Motorcycles;DUCATI;350;Alazurra;87-;-;-;YB14L-A2;-
Motorcycles;DUCATI;350;Cross;-;-;-;-;B38-6A
Motorcycles;DUCATI;350;F3;87-;-;-;YB14L-A2;-
Motorcycles;DUCATI;350;GTL, GTV Sport;-;-;-;Y50-N18L-A;-
Motorcycles;DUCATI;350;Indiana, Pantah, XL;-;-;-;YB14L-A2;-
Motorcycles;DUCATI;350;Mark3, Scrambler;-;-;-;-;B38-6A
Motorcycles;DUCATI;350;Sport;-;-;-;Y50-N18L-A;-
Motorcycles;DUCATI;350;SS Supersport;93-;-;-;YB16AL-A2;-
Motorcycles;DUCATI;350;Vento;-;-;-;YB12A-A;-
Motorcycles;DUCATI;400;Alazurra, F3;87-;-;-;YB14L-A2;-
Motorcycles;DUCATI;400;Monster;-;-;YT12B-BS;-;-
Motorcycles;DUCATI;400;SS Supersport;91-99;-;-;YB16AL-A2;-
Motorcycles;DUCATI;400;TS;-;-;-;-;B38-6A
Motorcycles;DUCATI;500;GTL, GTV;-;-;-;Y50-N18L-A;-
Motorcycles;DUCATI;500;Pantah;-;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;DUCATI;500;Sport;-;-;-;Y50-N18L-A;-
Motorcycles;DUCATI;600;M Chromo;98;-;-;YB16AL-A2;-
Motorcycles;DUCATI;600;M City/M Dark/M Dark City;98-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;600;M Dark;01;-;YT12B-BS;-;-
Motorcycles;DUCATI;600;Monster;01;-;YT12B-BS;-;-
Motorcycles;DUCATI;600;Monster;94-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;600;Pantah;-;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;DUCATI;600;SS Supersport;94-98;-;-;YB16AL-A2;-
Motorcycles;DUCATI;600;TL;-;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;DUCATI;620;Monater/IE/S IE/Sport;02-03;-;YT12B-BS;-;-
Motorcycles;DUCATI;650;Alazurra, Indiana, Pantah;-;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;DUCATI;748;Biposto;01-03;-;YT12B-BS;-;-
Motorcycles;DUCATI;748;S R;01-02;-;YT12B-BS;-;-
Motorcycles;DUCATI;748;Strada Biposto, SP, SPS;97-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;749;Superbike 749R,S;-;-;YT12B-BS;-;-
Motorcycles;DUCATI;750;F1, Montijuich, Paso;87-91;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;DUCATI;750;GT, Luguna Seca;-;-;-;53030;-
Motorcycles;DUCATI;750;Indiana;-;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;DUCATI;750;M City/M Dark/M Dark City;99-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;750;M Dark;01;-;YT12B-BS;-;-
Motorcycles;DUCATI;750;M IE/M IE Dark;02;-;YT12B-BS;-;-
Motorcycles;DUCATI;750;Monster;01;-;YT12B-BS;-;-
Motorcycles;DUCATI;750;Monster;95-00;Not available;-;-;-
Motorcycles;DUCATI;750;New Monster;-;-;YT12B-BS;-;-
Motorcycles;DUCATI;750;Paso/F1;87-90;-;-;YB14L-A2;-
Motorcycles;DUCATI;750;Sport;01-02;-;YT12B-BS;-;-
Motorcycles;DUCATI;750;Sport;89-90;-;-;YB16AL-A2;-
Motorcycles;DUCATI;750;SS;90-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;750;SS IE;00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;750;SS IE;01-02;-;YT12B-BS;-;-
Motorcycles;DUCATI;750;SS Supersport Kick-Str.;-;-;-;YB12A-A;-
Motorcycles;DUCATI;750;SS Veloce;98;-;-;YB16AL-A2;-
Motorcycles;DUCATI;800;Monster S;03-;-;YT12B-BS;-;-
Motorcycles;DUCATI;800;Monster S2R;05;-;YT12B-BS;-;-
Motorcycles;DUCATI;800;Supersports;-;-;YT12B-BS;-;-
Motorcycles;DUCATI;850;Electric;-;-;-;Y60-N24L-A;-
Motorcycles;DUCATI;851;Biposto/SP2/SPORT;89-90;-;-;YB16AL-A2;-
Motorcycles;DUCATI;851;S Superbike;91-92;-;-;YB16AL-A2;-
Motorcycles;DUCATI;851;Strada;89;-;-;YB16AL-A2;-
Motorcycles;DUCATI;851;Superbike;90-91;-;-;YB16AL-A2;-
Motorcycles;DUCATI;851;Superbike, Strada;89-90;-;-;YB16B-A;-
Motorcycles;DUCATI;860;GT, GTS;-;-;-;53030;-
Motorcycles;DUCATI;860;Kick-Start;-;-;-;YB12A-A;-
Motorcycles;DUCATI;888;SP, SP II, SP IV, SP V;90-95;-;-;YB16AL-A2;-
Motorcycles;DUCATI;888;Strada;91-94;-;-;YB16AL-A2;-
Motorcycles;DUCATI;900;M Chromo;01;-;YT12B-BS;-;-
Motorcycles;DUCATI;900;M Chromo;98-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;900;M City/M Dark/M Dark City;99-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;900;M Dark;01;-;YT12B-BS;-;-
Motorcycles;DUCATI;900;M IE2/M IE DARK2;02;-;YT12B-BS;-;-
Motorcycles;DUCATI;900;M Metallic;00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;900;M Metallic/M S;01;-;YT12B-BS;-;-
Motorcycles;DUCATI;900;M Special;98-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;900;Monster;00-;-;YT12B-BS;-;-
Motorcycles;DUCATI;900;Monster, Superlight;94-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;900;SD Darmah;-;-;-;53030;-
Motorcycles;DUCATI;900;SL;92-96;-;-;YB16AL-A2;-
Motorcycles;DUCATI;900;Sport;02;-;YT12B-BS;-;-
Motorcycles;DUCATI;900;SS;89-00;Not available;-;-;-
Motorcycles;DUCATI;900;SS (avviamento pedale);-;-;-;-;12N12A-4A-1
Motorcycles;DUCATI;900;SS IE;00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;900;SS IE;01-02;-;YT12B-BS;-;-
Motorcycles;DUCATI;900;SS Kick-Starter;-81;-;-;YB12A-A;-
Motorcycles;DUCATI;900;SS Replica;-81;-;-;YB12A-A;12N12A-4A-1
Motorcycles;DUCATI;900;SS Supersport, Replica;82-;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;DUCATI;900;Supersport FE;97-99;-;-;YB16AL-A2;-
Motorcycles;DUCATI;904;Supersport900;99;-;-;YB16AL-A2;-
Motorcycles;DUCATI;906;Paso;89-94;-;-;YB14L-A2;-
Motorcycles;DUCATI;906;Paso;90-92;-;-;YB16-B;-
Motorcycles;DUCATI;907;I.E. Paso;90-94;-;-;YB16-B;-
Motorcycles;DUCATI;916;Biposto, Senna, Strada;94-98;-;-;YB16AL-A2;-
Motorcycles;DUCATI;916;I.E., SP, SP S;94-98;-;-;YB16AL-A2;-
Motorcycles;DUCATI;916;Monster S4;81-83;-;YT12B-BS;-;-
Motorcycles;DUCATI;916;ST4;01-;-;YT12B-BS;-;-
Motorcycles;DUCATI;916;ST4;99-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;944;Sport Touring2 (ST2);97-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;944;ST2;01-03;-;YT12B-BS;-;-
Motorcycles;DUCATI;992;ST3;-;-;YT12B-BS;-;-
Motorcycles;DUCATI;996;996, S, SPS;99-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;996;Monoposto;99-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;996;Monoposto, Bistro, S;01-;-;YT12B-BS;-;-
Motorcycles;DUCATI;996;Sport Touring4S;01-;-;YT12B-BS;-;-
Motorcycles;DUCATI;996;SPS/SPS2;99-00;-;-;YB16AL-A2;-
Motorcycles;DUCATI;996;ST4S ABS;01-;-;YT12B-BS;-;-
Motorcycles;DUCATI;998;998, 999, R, S;02-03;-;YT12B-BS;-;-
Motorcycles;DUCATI;998;Monoposto/S/Biposto;02-03;-;YT12B-BS;-;-
Motorcycles;DUCATI;998;ST4;01-;-;YT12B-BS;-;-
Motorcycles;DUCATI;1000;Desmosedici RR;-;-;YT12B-BS;-;-
Motorcycles;DUCATI;1000;Monster S2R;-;-;YT12B-BS;-;-
Motorcycles;DUCATI;1000;Monster S4, S4RS, S4R;03;-;YT12B-BS;-;-
Motorcycles;DUCATI;1000;Multistrada;03;-;YT12B-BS;-;-
Motorcycles;DUCATI;1000;Supersport HF;03;-;YT12B-BS;-;-
Motorcycles;DUCATI;1098;1098;07;-;YTX14-BS;-;-
Motorcycles;DUCATI;1098;Hypermotard 1100S;-7;-;YT12B-BS;-;-
Motorcycles;DUCATI;1098;Superbike 1098, S, Tricolore;-7;-;YT12B-BS;-;-
Motorcycles;DUCATI;All other models;;01-07;-;YT12B-BS*;-;-
Motorcycles;E-TON;50;Beamer 50;00-03;-;YTX5L-BS;-;-
Motorcycles;EXCELSIOR-HENDERSON;1386;Super X;99-00;YTX20HL-BS;YTX20L-BS;-;-
Motorcycles;FANTIC MOTOR;50;Grinta;95-96;YTX4L-BS;YT4L-BS;-;-
Motorcycles;FANTIC MOTOR;50;HP1;-;-;-;YB4L-B;-
Motorcycles;FANTIC MOTOR;50;Koala;93-97;-;-;YB4L-B;-
Motorcycles;FANTIC MOTOR;50;Leader;95;YTX4L-BS;YT4L-BS;-;-
Motorcycles;FANTIC MOTOR;50;Oasis;-;-;-;YB4L-B;-
Motorcycles;FANTIC MOTOR;50;Oasis EPV;-;-;-;-;12N5.5-3B
Motorcycles;FANTIC MOTOR;50;Pony, SR;95;-;-;YB4L-B;-
Motorcycles;FANTIC MOTOR;50;Queenie;95;YTX4L-BS;YT4L-BS;-;-
Motorcycles;FANTIC MOTOR;50;TX220;-;-;-;-;B39-6
Motorcycles;FANTIC MOTOR;80;Koala;93-96;-;-;YB4L-B;-
Motorcycles;FANTIC MOTOR;125;Raider LC;-;-;-;YB3L-A;-
Motorcycles;FANTIC MOTOR;125;Strada-Sport;85;-;-;-;6N4B-2A
Motorcycles;FANTIC MOTOR;250;Raider LC;-;-;-;YB3L-A;-
Motorcycles;GARELLI;50;Big Racing;94;-;-;YB4L-B;-
Motorcycles;GARELLI;50;Big Wheel;94-95;-;-;YB4L-B;-
Motorcycles;GARELLI;50;Grinta;95-96;YTX4L-BS;YT4L-BS;-;-
Motorcycles;GARELLI;50;Noi;-;-;-;YB4L-B;-
Motorcycles;GARELLI;50;Pony, Pony SR;94-95;-;-;YB4L-B;-
Motorcycles;GARELLI;50;Queenie;95;YTX4L-BS;YT4L-BS;-;-
Motorcycles;GARELLI;50;Sahel, Team, Urka;-;-;-;YB4L-B;-
Motorcycles;GARELLI;50;XLE Tiger;-;-;-;YB4L-B;-
Motorcycles;GARELLI;125;GTA El.-Starter;-;-;-;YB9-B;-
Motorcycles;GARELLI;125;GTA Kick-Starter;-;-;-;YB5L-B;-
Motorcycles;GARELLI;125;TSR;-;-;-;-;12N7-4B
Motorcycles;GARELLI;125;XR Tiger El.-Stater;-;-;-;YB9-B;-
Motorcycles;GARELLI;125;XR Tiger Kick-Starter;-;-;-;YB5L-B;-
Motorcycles;GAS GAS;250;Pampera;96-01;-;YTX4L-BS;-;-
Motorcycles;GAS GAS;320;Pampera;98-01;-;YTX4L-BS;-;-
Motorcycles;GAS GAS;370;Pampera;97;-;YTX4L-BS;-;-
Motorcycles;GILERA;50;503;-;-;-;YB4L-B;-
Motorcycles;GILERA;50;Bullit, Easy Moving, Runner;-97;-;-;YB4L-B;-
Motorcycles;GILERA;50;DNA;-;-;YTX4L-BS;-;-
Motorcycles;GILERA;50;Eaglet;95-97;-;-;YB4L-B;-
Motorcycles;GILERA;50;Easy Moving;-;-;-;YB4L-B;-
Motorcycles;GILERA;50;GSA El.-Starter;-;-;-;YB4L-B;-
Motorcycles;GILERA;50;Ice;-;-;YTX4L-BS;-;-
Motorcycles;GILERA;50;Runner;02-;-;YTX4L-BS;-;-
Motorcycles;GILERA;50;Runner;-97;-;-;YB4L-B;-
Motorcycles;GILERA;50;Runner Purejet;02-;-;-;YB9-B;-
Motorcycles;GILERA;50;Runner/SP;-97;-;-;YB4L-B;-
Motorcycles;GILERA;50;Sioux El.-Starter;-;-;-;YB4L-B;-
Motorcycles;GILERA;50;Stalker, Storm, Top Rally;-;-;-;YB4L-B;-
Motorcycles;GILERA;50;Typhoon, X;-97;-;-;YB4L-B;-
Motorcycles;GILERA;125;Apache El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;Apache Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;Arizona El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;Arizona Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;Coguar;99;-;-;YB9-B;-
Motorcycles;GILERA;125;Crono El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;Crono Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;CX El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;CX Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;DNA;-;-;-;YB10L-B;-
Motorcycles;GILERA;125;Fast Bike El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;Fast Bike Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;Freestyle El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;Freestyle Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;GFR El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;GFR Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;GR1;-;-;-;-;6N11A-3A
Motorcycles;GILERA;125;KK, KZ El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;KK, KZ Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;MX1, MXR El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;MX1, MXR Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;Nebraska El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;Nebraska Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;R1, R1S El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;R1, R1S Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;RC Rally;-;-;-;YB10L-B;-
Motorcycles;GILERA;125;RTX, RV, RX El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;RTX, RV, RX Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;Runner FX, SP;-;-;-;YB9-B;-
Motorcycles;GILERA;125;Runner VX4T;-;-;YT12B-BS;-;-
Motorcycles;GILERA;125;RV (El.-Starter);-;-;-;YB9-B;-
Motorcycles;GILERA;125;RV (Kick-Start);-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;RTX (El.-Starter);-;-;-;YB9-B;-
Motorcycles;GILERA;125;RTX (Kick-Start);-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;SP01,SP02 El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;SP01,SP02 Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;TG1;-;-;-;-;6N11A-3A
Motorcycles;GILERA;125;TOP Rally El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;TOP Rally Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;125;Typhoon;-;-;-;YB7-A;-
Motorcycles;GILERA;125;X;-;-;-;YB9-B;-
Motorcycles;GILERA;125;XR1, XR2 El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;125;XR1, XR2 Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;180;Runner FXR, SP;-;-;-;YB10L-B;-
Motorcycles;GILERA;180;Runner SP;99;-;YTX12-BS;-;-
Motorcycles;GILERA;180;Runner VXR4T;-;-;YT12B-BS;-;-
Motorcycles;GILERA;200;Arizona EI-Starter;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;200;Arizona Kick-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;200;Fast Bike EI-Starter;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;200;Fast Bike Kick-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;200;Motocarro;-;-;-;-;B38-6A
Motorcycles;GILERA;200;RTX, RV, RX El.-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;200;RTX, RV, RX Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;200;RV EI-Starter;-;-;-;YB9-B;-
Motorcycles;GILERA;200;RV Kick-Starter;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;200;T4;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;250;Arizona Rally;-;-;-;YB10L-B;-
Motorcycles;GILERA;250;RV NGR El.-Starter;-;-;-;YB10L-B;-
Motorcycles;GILERA;250;RV NGR Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;350;Dakota El.-Starter;-;-;-;YB10L-A2;-
Motorcycles;GILERA;350;Dakota Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;350;ER El.-Starter;-;-;-;YB10L-A2;-
Motorcycles;GILERA;350;ER Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;350;XRT;-;-;-;YB14L-A2;-
Motorcycles;GILERA;500;Dakota El.-Starter;-;-;-;YB10L-A2;-
Motorcycles;GILERA;500;Dakota Kick-Start;-;-;-;-;12N5.5-3B
Motorcycles;GILERA;600;Nordwest;93;-;-;YB14L-A2;-
Motorcycles;GILERA;600;RC600C;93;-;-;YB14L-A2;-
Motorcycles;GILERA;600;Top Rally, XRT;-;-;-;YB14L-A2;-
Motorcycles;GUANGZHOU PANYU;50;SACHS;-;YTX9-BS, YTX7A-BS;YTX5L-BS;-;-
Motorcycles;HAOJIN;50;HJ50QT;-;-;-;YB6L-B;-
Motorcycles;HAOJIN;100;HJ100-3;-;-;-;YB5L-B;-
Motorcycles;HAOJIN;100;HJ100;-;-;-;YB6L-B;-
Motorcycles;HAOJIN;100;HJ100T-E;-;-;YTX7A-BS;-;-
Motorcycles;HAOJIN;100;HJ100T-A;-;-;YTX7A-BS;-;-
Motorcycles;HAOJIN;125;HJ125;-;-;-;YB6L-B;-
Motorcycles;HAOJIN;125;HJ125-2,3,5,9,10,15,18;-;-;-;-;12N9-4B-1
Motorcycles;HAOJIN;125;HJ125-7,6,6A;-;-;-;YB7-A;-
Motorcycles;HAOJIN;125;HJ125T,-3,8,B,D,2D;-;-;YTX7A-BS;-;-
Motorcycles;HAOJIN;125;HJ125T-11;-;-;-;YB6L-B;-
Motorcycles;HAOJIN;125;HJ125T,-C;-;-;YTX9A-BS;-;-
Motorcycles;HAOJIN;125;HJ125-A;-;-;-;-;12N7A-3A
Motorcycles;HAOJIN;150;HJ150-9,10;-;-;-;-;12N9-4B-1
Motorcycles;HAOJIN;250;HJ250;-;-;-;-;12N9-4B-1
Motorcycles;HARLEY-DAVIDSON;90;Z90;73-76;-;-;YB7L-B;12N7-3B
Motorcycles;HARLEY-DAVIDSON;125;SS125, SX125;74-78;-;-;YB7L-B;12N7-3B
Motorcycles;HARLEY-DAVIDSON;125;SXT125;75-78;-;-;YB7L-B;12N7-3B
Motorcycles;HARLEY-DAVIDSON;125;TX125;73-78;-;-;YB7L-B;12N7-3B
Motorcycles;HARLEY-DAVIDSON;175;SS175, SX175;74-78;-;-;YB7L-B;12N7-3B
Motorcycles;HARLEY-DAVIDSON;250;SS250, SX250;75-78;-;-;YB7L-B;12N7-3B
Motorcycles;HARLEY-DAVIDSON;350;SS350;All Years;-;-;-;6N11A-1B
Motorcycles;HARLEY-DAVIDSON;500;MT500 (Military);All Years;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;HARLEY-DAVIDSON;883;XL, XLH (Sportster);04-09;-;YTX14L-BS;-;-
Motorcycles;HARLEY-DAVIDSON;883;XL, XLH (Sportster);97-03;YTX20HL-BS;YTX20L-BS;-;-
Motorcycles;HARLEY-DAVIDSON;883;XLH (Sportster);86-96;YTX20H-BS;YTX20-BS;YB16-B-CX;YB16-B
Motorcycles;HARLEY-DAVIDSON;1000;XL Series (Sportster);79-85;YTX20H-BS;YTX20-BS;YB16-B-CX;YB16-B
Motorcycles;HARLEY-DAVIDSON;1000;XLCH Series (Sportster Kick Start);70-78;-;-;YB7-A;12N7-4A
Motorcycles;HARLEY-DAVIDSON;1000;XLCR Cafe Racer;77-78;YTX20H-BS;YTX20-BS;YB16-B-CX;YB16-B
Motorcycles;HARLEY-DAVIDSON;1000;XLH (Sportster Electric Start);67-78;-;-;-;YHD-12
Motorcycles;HARLEY-DAVIDSON;1000;1000 XLX-61, XR1000;83-85;YTX20H-BS;YTX20-BS;YB16-B-CX;YB16-B
Motorcycles;HARLEY-DAVIDSON;1100;XL Series (Sportster);87-93;YTX20H-BS;YTX20-BS;YB16-B-CX;YB16-B
Motorcycles;HARLEY-DAVIDSON;1130;VRSC V-Rod;02-07;YTX14H (FA);YTX14 (FA);-;-
Motorcycles;HARLEY-DAVIDSON;1200;FL/FLH Series (Touring);65-77;-;-;-;YHD-12
Motorcycles;HARLEY-DAVIDSON;1200;FX Series (Electric Start);71-78;YTX20H-BS;YTX20-BS;YB16-B-CX;YB16-B
Motorcycles;HARLEY-DAVIDSON;1200;FX Series (Kick Start);71-72;-;-;YB7-A;12N7-4A
Motorcycles;HARLEY-DAVIDSON;1200;XL, XLH (Sportster);04-09;-;YTX14L-BS;-;-
Motorcycles;HARLEY-DAVIDSON;1200;XL, XLH (Sportster);97-03;YTX20HL-BS;YTX20L-BS;-;-
Motorcycles;HARLEY-DAVIDSON;1200;XL, XLH (Sportster);87-96;YTX20H-BS;YTX20-BS;YB16-B-CX;-
Motorcycles;HARLEY-DAVIDSON;1250;VRSC V-Rod;08-09;YTX20HL (FA);YTX20L (FA);-;-
